title,category,sub-category,price,sale_price,in_stock,country,volume,alcohol,brand,url,scrapped_time,desc_1,desc_2,desc_3
Sweet Lips Infusions Peach Raspberry & Vanilla 750ML,Wine,Flavoured Wine,"Rs. 1,680",N/A,0,Australia,750ML,8%,Sweet Lips,https://cheers.com.np/liquor/product/sweet-lips-infusions-peach-raspberry-vanilla-750ml,2023-09-24,"Inspired by the ‘Peach Melba’ dessert - Start the afternoon with this refreshing, lightly spritzed wine, well chilled.",This moderately sweet aperitif is lower in alcohol with a perfectly balanced moscato base.,These all natural flavours resemble a seamless blend of ripe yellow peach foreground combining with a rich ripe and sweet raspberry flavour.
Sweet Lips Infusions Mango Elderflower & Passionfruit 750ML,Wine,Flavoured Wine,"Rs. 1,680",N/A,0,Australia,750ML,8%,Sweet Lips,https://cheers.com.np/liquor/product/sweet-lips-infusions-mango-elderflower-passionfruit-750ml,2023-09-24,All natural flavours - perfectly balanced with a moscato base.,"Enjoy this easy drinking, refreshing and lightly spritzed wine well chilled.","This moderately sweet wine is lower in alcohol and has aromas of mango and elderflower notes, finishing with passionfruit hints."
Sweet Lips Infusions Hibiscus Pomegranate & Lime 750ML,Wine,Flavoured Wine,"Rs. 1,680",N/A,0,Australia,750ML,8%,Sweet Lips,https://cheers.com.np/liquor/product/sweet-lips-infusions-hibiscus-pomegranate-lime-750ml,2023-09-24,"All natural flavours - this moderately sweet aperitif is lower in alcohol and has aromas of hibiscus and pomegranate notes, finishing with lime hints.","Start the afternoon with this refreshing, lightly spritzed wine, well chilled.","For extra refreshment, enjoy over ice or as apart of a cocktail mix."
Stanley Dolce Rosso Red 4L,Wine,Red Wine,"Rs. 6,800",N/A,1,Australia,4000ML,10.5%,Stanley,https://cheers.com.np/liquor/product/stanley-dolce-rosso-red-4l,2023-09-24,"A vibrant, soft and smooth red wine with ripe red fruits and berry flavours.",Medium red with pinkish hues.,Fresh fruity aromas of blackcurrant and ripe
Stanley Chardonnay 4L,Wine,White Wine,"Rs. 6,800",N/A,1,Australia,4000ML,N/A,Stanley,https://cheers.com.np/liquor/product/stanley-chardonnay-4l,2023-09-24,"A full-flavoured white wine with notes of peach, tropical fruits and hints of oak.",Medium straw.,Lifted tropical aromas with hints of peach and vanilla overtones.
Santa Sofia Amarone Della Valpolicella Classico DOCG 750ML,Wine,Red Wine,"Rs. 10,270",N/A,1,Italy,750ML,15%,Santa Sofia,https://cheers.com.np/liquor/product/santa-sofia-amarone-della-valpolicella-classico-docg-750ml,2023-09-24,Colour: Deep cherry red with garnet hues.,"Nose: An intriguing range of aromas of ripe red fruits, in particular: black cherry, Maraschino cherries preserved in spirit and raspberries accompanied by spiced notes of roasted coffee beans and carob and a balsamic hint.","Palate: The first sip confirms the aromatic impressions and, even with this powerful structure, it is balanced, elegant and harmonious. It closes long and persistent, held by a good acidity and a lively tannic texture."
Saga R Bordeaux 2020 750ML,Wine,Red Wine,"Rs. 2,395",N/A,1,France,750ML,13.5%,Saga,https://cheers.com.np/liquor/product/saga-r-bordeaux-2020-750ml,2023-09-24,Saga R Bordeaux is a fine blend of Merlot (70%) and Cabernet Sauvignon (30%). This wine is supple and full-bodied with aromas of black fruit and liquorice.,"Beautiful colour, with dark glints.","Fruity, with aromas of dark berries (blackberries, blackcurrants) and Morello cherries."
Royal Musk Sweet Red 750ML,Wine,Red Wine,"Rs. 1,500",N/A,1,Australia,750ML,13%,Royal Musk,https://cheers.com.np/liquor/product/royal-musk-sweet-red-750ml,2023-09-24,"A mixed varietal that is in the center of the red wine spectrum, with medium level of tannin, acidity and alcohol.",Colour: Dark ruby red.,"Nose: Aroma of red-fruit flavors of cherry, plum and raspberry."
Royal Musk Sauvignon Blanc 750ML,Wine,White Wine,"Rs. 1,500",N/A,1,Australia,750ML,12.9%,Royal Musk,https://cheers.com.np/liquor/product/royal-musk-sauvignon-blanc-750ml,2023-09-24,Colour: Light green hues.,Nose: Aromas of passion-fruit and gooseberry with sweet pea notes.,"Palate: Fresh, crisp and juicy fruits persisting on the finish."
Royal Musk Moscato Rose 750ML,Wine,Rose Wine,"Rs. 1,800",N/A,1,Australia,750ML,8%,Royal Musk,https://cheers.com.np/liquor/product/royal-musk-moscato-rose-750ml,2023-09-24,Colour: Pale pink.,"Nose: A floral and perfumed nose, with musk and even hints of boysenberry.",Palate: Low in alcohol and lightly fizzy with strawberry and lime citrus to create a sweet and delicate palate.
Roche Mazet Cabernet Sauvignon Pays d'Oc 750ML,Wine,Red Wine,"Rs. 1,580",N/A,1,France,750ML,13%,Roche Mazet,https://cheers.com.np/liquor/product/roche-mazet-cabernet-sauvignon-pays-doc-750ml,2023-09-24,ELEGANCE AND BALANCE,Colour: Displays an intense red robe with lovely ruby tints.,"Nose: Aromas of blackcurrant, cherry and truffle on the nose mingle with hints of vanilla."
Royal Musk Limestone Coast Cabernet Sauvignon 750ML,Wine,Red Wine,"Rs. 1,800",N/A,1,Australia,750ML,13.8%,Royal Musk,https://cheers.com.np/liquor/product/royal-musk-limestone-coast-cabernet-sauvignon-750ml,2023-09-24,Colour: Brick red hue.,"Nose: Blackberries and mulberries dominate with a hint of eucalyptus. There are integrated flavors of subtle cherry, vanilla and cedar.","Palate: Blackberry jam and plum, with hints of chocolate and mocha oak. The structure is medium to full bodied with good weight and length."
Roche Mazet Muscat Medium Sweet Pays d'Oc 750ML,Wine,White Wine,"Rs. 1,580",N/A,1,France,750ML,11.5%,Roche Mazet,https://cheers.com.np/liquor/product/roche-mazet-muscat-medium-sweet-pays-doc-750ml,2023-09-24,Colour: Pale yellow with golden highlights.,Nose: Fine and delicate with string aromatic richness.,Palate: Fresh on the mouth with exotic fruits and honey aromas.
Roche Mazet Merlot Pays d'Oc 750ML,Wine,Red Wine,"Rs. 1,580",N/A,1,France,750ML,13%,Roche Mazet,https://cheers.com.np/liquor/product/roche-mazet-merlot-pays-doc-750ml,2023-09-24,DELICACY AND ROUNDNESS,Colour: Lovely intense almost dark red colour with purple and violet tints.,"Nose: Elegant on the nose with aromas of fresh and jammy red fruit, and hints of cherry and blackberry."
Roche Mazet Chardonnay Pays d'Oc 750ML,Wine,White Wine,"Rs. 1,580",N/A,1,France,750ML,12.5%,Roche Mazet,https://cheers.com.np/liquor/product/roche-mazet-chardonnay-pays-doc-750ml,2023-09-24,SUBTLETY AND ELEGANCE,Colour: Displays a luminous pale robe with golden tints.,"Nose: Elegant blend of honeyed pear, fresh almond and sweet spice aromas."
Robertson Winery Sweet White 750ML,Wine,White Wine,"Rs. 1,550",N/A,1,South Africa,750ML,7.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-winery-sweet-white-750ml,2023-09-24,"The Natural Sweet Range is made in its very own unique way by blending varietals to showcase fruity and fresh, floral flavours.",This process leads to wine packed with natural sweet flavours that are low in alcohol and very quaffable.,"Youthful, fragrantly refreshing sweet wine with tropical fruit salad flavours."
Robertson Winery Sweet Red 750ML,Wine,Red Wine,"Rs. 1,550",N/A,1,South Africa,750ML,7.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-winery-sweet-red-750ml,2023-09-24,"The Natural Sweet Range is made in its very own unique way by blending varietals  to showcase fruity and fresh, floral flavours.",This process leads to wine packed with  natural sweet flavours that are low in  alcohol and very quaffable.,Fruity and soft with smooth sweet cherry and ripe berry flavours.
Robertson Winery Merlot 750ML,Wine,Red Wine,"Rs. 1,600",N/A,1,South Africa,750ML,13.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-winery-merlot-750ml,2023-09-24,"Rich, dark red colour with ripe, punchy, plum flavours, sweet black cherry and a velvet finish. Delicate oaking does not mask the ripe fruit.","Recommendations: Enjoy with roast chicken, beef, lamb, pasta and steak.",Serving Temperature: 12°-14° C
Robertson Winery Chardonnay 750ML,Wine,White Wine,"Rs. 1,600",N/A,1,South Africa,750ML,13.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-winery-chardonnay-750ml,2023-09-24,The balance of the fresh citrus fruits and rich melon characters give the wine a full rounded palate that combines well with the subtle creaminess and nuttiness of the gentle oak.,The natural acidity follows through to a fresh and clean finish.,"Recommendations: Enjoy with seafood, salmon, roast chicken, Thai food and pork."
Robertson Winery Chapel Sweet White 750ML,Wine,White Wine,"Rs. 1,600",N/A,1,South Africa,750ML,7.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-winery-chapel-sweet-white-750ml,2023-09-24,"A refreshing sweet wine, with tropical fruit flavours for everyday enjoyment.","Named after the original chapel, which was used as a wine cellar since 1941, the Robertson Winery’s Chapel range has become a sought after taste.","Recommendations: Complements fresh fruit, pizza, veal and curry."
Robertson Sweet White Sparkling 750ML,Wine,Sparkling Wine,"Rs. 1,680",N/A,1,South Africa,750ML,7.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-sweet-white-sparkling-750ml,2023-09-24,"Made from carefully selected white grape varieties, this full-bodied and lively wine reveals deliciously ripe yellow apple and melon flavours.","Recommendations: Ideal partner to a variety of foods, anything from chicken dishes to fruit desserts.",Serving Temperature: 4°-9° C
Robertson Brut Sparkling 750ML,Wine,Sparkling Wine,"Rs. 1,880",N/A,1,South Africa,750ML,11.5%,Robertson Winery,https://cheers.com.np/liquor/product/robertson-brut-sparkling-750ml,2023-09-24,"This dry yet fruity sparkling wine made from Chenin Blanc is elegant, fresh and crisp.",It displays appealing flavours of apple and pear with subtle floral aromas.,Recommendations: Ideal partner to sushi and oysters.
Rawson's Retreat Merlot 750ML,Wine,Red Wine,"Rs. 2,000",N/A,1,Australia,750ML,13.5%,Rawson's Retreat,https://cheers.com.np/liquor/product/rawsons-retreat-merlot-750ml,2023-09-24,Colour: Medium to deep red with purple hues.,Nose: Varietal aromas of cassis and liquorice.,"Palate: Fleshy and mouth filling with flavours of plum, sweet spice and creamy vanillin oak."
Rawson's Retreat Chardonnay 750ML,Wine,White Wine,"Rs. 2,000",N/A,1,Australia,750ML,13%,Rawson's Retreat,https://cheers.com.np/liquor/product/rawsons-retreat-chardonnay-750ml,2023-09-24,Colour:Pale greenish yellow with golden and bright hints.,"Nose: Enticing tropical fruit aromas, endowed with creamy textures and framed by a hint of oak.","Palate: Balanced - showcasing good fruit, fine structure and controlled power."
Rawson's Retreat Cabernet Sauvignon 750ML,Wine,Red Wine,"Rs. 2,000",N/A,1,Australia,750ML,13.5%,Rawson's Retreat,https://cheers.com.np/liquor/product/rawsons-retreat-cabernet-sauvignon-750ml,2023-09-24,Colour: Deep red hues.,Nose: Spiced flavours and raspberries.,Palate: Good fruit weight with cherries and oak flavours with a rich mid palate and a smooth tannin finish.
Promesa Gran Reserva Cabernet Syrah 750ML,Wine,Red Wine,"Rs. 2,480",N/A,1,Chile,750ML,13.5%,Promesa,https://cheers.com.np/liquor/product/promesa-gran-reserva-cabernet-syrah-750ml,2023-09-24,"The flagship Gran Reserva wine is made from a blend of Cabernet Sauvignon and Syrah. All the fruit comes from Villa Alegre estate in the heart of Maule Valley, where soils are special and shallow and yield right tonnes per hectare.",Colour: Deep red,"Nose: Aromas of roses, cherries, berries and fig."
Promesa Gran Reserva Cabernet Carmenere 750ML,Wine,Red Wine,"Rs. 2,480",N/A,1,Chile,750ML,13.5%,Promesa,https://cheers.com.np/liquor/product/promesa-gran-reserva-cabernet-carmenere-750ml,2023-09-24,"The flagship Gran Reserva wine is made from a blend of Cabernet Sauvignon and Carmenere. All the fruit comes from Villa Alegre estate in the heart of Maule Valley, where soils are special and shallow and yield right tonnes per hectare.",Colour: Deep red,"Nose: Aromas of pepper, black berries, red peppers and hazelnut."
Pico Andino Sauvignon Blanc 750ML,Wine,White Wine,"Rs. 1,400",N/A,1,Chile,750ML,12.5%,Pico Andino,https://cheers.com.np/liquor/product/pico-andino-sauvignon-blanc-750ml,2023-09-24,Colour: Pale lime.,Nose: Herbaceous aromas.,Palate: Lots of fresh citrus notes and tropical fruit. Crisp and lively with an elegant finish.
Pico Andino Merlot 750ML,Wine,Red Wine,"Rs. 1,400",N/A,1,Chile,750ML,12.5%,Pico Andino,https://cheers.com.np/liquor/product/pico-andino-merlot-750ml,2023-09-24,Colour: Rich purple.,Nose: Aromas of plum.,"Palate: Flavours of dark red fruit and damson linger on the palate, finishing with a touch of spice."
Pico Andino Chardonnay 750ML,Wine,White Wine,"Rs. 1,400",N/A,1,Chile,750ML,12.5%,Pico Andino,https://cheers.com.np/liquor/product/pico-andino-chardonnay-750ml,2023-09-24,Colour: Pale lemon.,Nose: Fruity aromas.,Palate: Zesty citrus and yellow melon notes with a lovely richness and weight.
Pico Andino Cabernet Sauvignon 750ML,Wine,Red Wine,"Rs. 1,400",N/A,1,Chile,750ML,12.5%,Pico Andino,https://cheers.com.np/liquor/product/pico-andino-cabernet-sauvignon-750ml,2023-09-24,Colour: Deep red.,Nose: Aromas of blackberries and blackcurrants.,Palate: Rich in dark fruit flavours with a long finish and subtle hints of spice.
Penfolds Koonunga Hill 76 Shiraz Cabernet 750ML,Wine,Red Wine,"Rs. 3,250",N/A,0,Australia,750ML,14.5%,Penfolds,https://cheers.com.np/liquor/product/penfolds-koonunga-hill-76-shiraz-cabernet-750ml,2023-09-24,Colour: Crimson red.,Nose: Energetic red fruits wrapped around a steely spine.,Palate: Raspberry and white chocolate generosity persists on the palate.
Penfolds Bin 2 Shiraz Mataro 750ML,Wine,Red Wine,"Rs. 4,600",N/A,0,Australia,750ML,14.5%,Penfolds,https://cheers.com.np/liquor/product/penfolds-bin-2-shiraz-mataro-750ml,2023-09-24,"Penfolds Bin 2 Shiraz Mataro (also known as Mourvèdre) has a history going back to 1960 when Penfolds made a traditional ""Burgundy"" style. Penfolds have always loved Mataro (Mourvèdre) for its fantastic ability to blend marvelously with traditional South Australian stalwarts like Shiraz.",Colour: Deep red.,"Nose: Mediterranean notes of savoury ratatouille, sundried tomato, olive tapenade, Moroccan spices and charcoal roasted roast game. Balancing the savoury notes are aromatic blueberries, exotic red fruits, perfumed cranberry and fresh pomegranate."
